sample_name,consensus_cluster,reference_cluster,reference_color,broad_class,subclass,merged_cluster_smFISH,merged_cluster_ISS
LS-15000_S95_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15000_S96_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15001_S01_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15001_S02_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15001_S04_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15001_S05_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15001_S06_E1-50,cl149_i36_Aqp6_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15001_S08_E1-50,cl12_i155_Crabp1_Sncg,Sncg Crispld2 ,#7A0099,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15001_S09_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15001_S12_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15001_S15_E1-50,cl23_i132_Myh13_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15001_S17_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15001_S18_E1-50,cl40_i103_Il7_Pvalb,Pvalb Gabrg1,#ED4C50,Inh,Pvalb,Pvalb_2,Pvalb Gabrg1
LS-15001_S20_E1-50,cl1007_i56_NA_Pvalb,Pvalb Th,#FF2F7E,Inh,Pvalb,Pvalb_2,Pvalb Th
LS-15001_S21_E1-50,cl107_i50_Gpr101_Sst,Sst Myh8_1,#FF8011,Inh,Sst,Sst_2,Sst Myh8_b
LS-15001_S22_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15001_S25_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15001_S28_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15001_S29_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15001_S31_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15001_S33_E1-50,cl1006_i68_Hpse_Sst,Sst Hpse_2,#806B19,Inh,Sst,Sst_3,Sst Hpse_b
LS-15001_S35_E1-50,cl1005_i24_Pcdhb20_Sst,Sst Etv1_2,#FFBB33,Inh,Sst,Sst_3,Sst Etv1_a
LS-15001_S36_E1-50,cl22_i134_Esrrg_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15001_S37_E1-50,cl135_i42_Ostn_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15001_S40_E1-50,cl135_i42_Ostn_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15001_S41_E1-50,cl198_i24_Bard1_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15001_S43_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15001_S46_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15001_S47_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15001_S48_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15001_S50_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15001_S53_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15001_S54_E1-50,cl54_i85_Thbs3_Vip,Vip Lmo1_2,#756FB3,Inh,Vip,Vip_4,Vip Lmo1_a
LS-15001_S55_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15001_S56_E1-50,cl155_i35_Tubb6_Vip,Vip Crispld2_1,#AF00E6,Inh,Vip,Vip_2,Vip Crispld2_b
LS-15001_S69_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15001_S72_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15001_S73_E1-50,cl116_n47_Lgr6_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15001_S74_E1-50,cl116_n47_Lgr6_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15001_S75_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15001_S77_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15001_S78_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15001_S79_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15001_S81_E1-50,cl35_i106_Bcl9_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15001_S82_E1-50,cl22_i134_Esrrg_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15001_S87_E1-50,cl97_i57_Pdyn_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15001_S88_E1-50,cl97_i57_Pdyn_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15001_S89_E1-50,cl35_i106_Bcl9_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15001_S90_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15001_S92_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15001_S94_E1-50,cl127_i44_Nlrx1_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15001_S95_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15001_S96_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15002_S02_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15002_S04_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15002_S06_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15002_S07_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15002_S09_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15002_S10_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15002_S11_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15002_S12_E1-50,cl233_i21_Grem2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15002_S18_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15002_S19_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_1,#D9F077,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15002_S23_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15002_S26_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_1,#D9F077,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15002_S28_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15002_S29_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_1,#D9F077,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15002_S30_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15002_S31_E1-50,cl181_e28_Nfkbid_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15002_S33_E1-50,cl174_e30_Zfp433_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S34_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S35_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S36_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S37_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S40_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S43_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S44_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S45_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S47_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15002_S51_E1-50,cl38_e104_Chn2_L5_NP,VISp L5 NP Slc17a8,#73CA95,Ex,L5 NP,L5 NP,VISp L5 NP Slc17a8
LS-15002_S56_E1-50,cl4_e253_Lgmn_L5_IT,VISp L5 IT Batf3,#00A809,Ex,L5 IT,L5 IT,VISp L5 IT Hsd11b1
LS-15002_S58_E1-50,cl70_e70_Abca12_L5_NP,VISp L5 NP Rapgef3,#008F39,Ex,L5 NP,L5 NP,VISp L5 NP Rapgef3
LS-15002_S61_E1-50,cl179_e29_Cldn23_L5_PT,VISp L5 PT Ctxn3,#29E043,Ex,L5 PT,L5 PT_2,VISp L5 PT Ctxn3_b
LS-15002_S64_E1-50,cl179_e29_Cldn23_L5_PT,VISp L5 PT Ctxn3,#29E043,Ex,L5 PT,L5 PT_2,VISp L5 PT Ctxn3_b
LS-15002_S65_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15002_S71_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15002_S72_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15002_S78_E1-50,cl106_e50_Dlc1_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15002_S80_E1-50,cl106_e50_Dlc1_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15002_S93_E1-50,cl167_e33_Efcc1_L6_CT,VISp L6 CT Ptprt,#578EBF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15003_S03_E1-50,cl107_i50_Gpr101_Sst,Sst Myh8_1,#FF8011,Inh,Sst,Sst_2,Sst Myh8_b
LS-15003_S08_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15003_S09_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15003_S12_E1-50,cl85_i60_Snai2_Lamp5,Lamp5 Lhx6,#C77963,Inh,Lamp5,Lamp5_2,Lamp5 Lhx6
LS-15003_S15_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15003_S16_E1-50,cl1006_i68_Hpse_Sst,Sst Hpse_2,#806B19,Inh,Sst,Sst_3,Sst Hpse_b
LS-15003_S19_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S20_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S22_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S23_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S24_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S25_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S26_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S27_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S29_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_1,#D9F077,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15003_S31_E1-50,cl197_e24_Cfap54_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15003_S33_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S34_E1-50,cl145_e37_Zfat_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S36_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S37_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S41_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S43_E1-50,cl145_e37_Zfat_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S44_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S45_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15003_S50_E1-50,cl4_e253_Lgmn_L5_IT,VISp L5 IT Batf3,#00A809,Ex,L5 IT,L5 IT,VISp L5 IT Hsd11b1
LS-15003_S51_E1-50,cl112_e48_Slc22a1_L6_IT,VISp L6 IT Marcksl1,#96E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Marcksl1
LS-15003_S52_E1-50,cl179_e29_Cldn23_L5_PT,VISp L5 PT Ctxn3,#29E043,Ex,L5 PT,L5 PT_2,VISp L5 PT Ctxn3_b
LS-15003_S55_E1-50,cl150_e36_Car3_L6_IT,VISp L6 IT Car3,#5100FF,Ex,L6 IT,L6 IT_2,VISp L6 IT Car3
LS-15003_S57_E1-50,cl38_e104_Chn2_L5_NP,VISp L5 NP Slc17a8,#73CA95,Ex,L5 NP,L5 NP,VISp L5 NP Slc17a8
LS-15003_S82_E1-50,cl37_e104_Mapk13_L6b,VISp L6b Mup5,#2B7880,Ex,L6b,L6b,VISp L6b Mup5
LS-15004_S04_E1-50,cl113_i48_Dock5_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15004_S05_E1-50,cl12_i155_Crabp1_Sncg,Sncg Crispld2 ,#7A0099,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15004_S09_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15004_S11_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15004_S12_E1-50,cl231_i21_Gramd1c_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15004_S16_E1-50,cl9_i166_Tll1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15004_S19_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15004_S20_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15004_S21_E1-50,cl113_i48_Dock5_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15004_S22_E1-50,cl72_i68_Bach2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15004_S24_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15004_S26_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15004_S27_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15004_S29_E1-50,cl221_i22_NA_Vip,Vip Reln,#3C3D73,Inh,Vip,Vip_1,Vip Reln
LS-15004_S30_E1-50,cl113_i48_Dock5_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15004_S31_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15004_S32_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15004_S41_E1-50,cl213_i22_Dnhd1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15004_S42_E1-50,cl188_i26_Cgn_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15004_S44_E1-50,cl13_n153_Ctla2a_Endo,Endo Slc38a5,#805F59,Endo,Endo,Endo,Endo Slc38a5
LS-15004_S46_E1-50,cl97_i57_Pdyn_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15004_S47_E1-50,cl120_i46_Cers6_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15004_S48_E1-50,cl97_i57_Pdyn_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15004_S49_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15004_S50_E1-50,cl135_i42_Ostn_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15004_S51_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15004_S52_E1-50,cl52_i88_TrnI_Pvalb,Pvalb Vipr2,#FF197F,Inh,Pvalb,Pvalb_1,Pvalb Vipr2
LS-15004_S54_E1-50,cl97_i57_Pdyn_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15004_S55_E1-50,cl221_i22_NA_Vip,Vip Reln,#3C3D73,Inh,Vip,Vip_1,Vip Reln
LS-15004_S56_E1-50,cl231_i21_Gramd1c_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15004_S58_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15004_S59_E1-50,cl1005_i24_Pcdhb20_Sst,Sst Etv1_2,#FFBB33,Inh,Sst,Sst_3,Sst Etv1_a
LS-15004_S61_E1-50,cl1005_i24_Pcdhb20_Sst,Sst Etv1_2,#FFBB33,Inh,Sst,Sst_3,Sst Etv1_a
LS-15004_S62_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15004_S63_E1-50,cl119_i46_Ccdc38_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15004_S64_E1-50,cl120_i46_Cers6_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15004_S66_E1-50,cl29_i121_Acbd7_Sst,Sst Chodl,#FFFF00,Inh,Sst,Sst_4,Sst Chodl_a
LS-15004_S68_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15004_S69_E1-50,cl1004_i65_NA_Sst,Sst Myh8_Etv1,#FFDF11,Inh,Sst,Sst_2,Sst Myh8_a
LS-15004_S71_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15004_S72_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15004_S74_E1-50,cl181_e28_Nfkbid_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15004_S76_E1-50,cl214_e22_Rttn_L6_CT,VISp L6 CT Adcyap1,#5C89CC,Ex,L6 PT,L6 PT,VISp L6 CT Adcyap1
LS-15004_S79_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15004_S80_E1-50,cl40_i103_Il7_Pvalb,Pvalb Gabrg1,#ED4C50,Inh,Pvalb,Pvalb_2,Pvalb Gabrg1
LS-15004_S81_E1-50,cl161_i34_Spsb2_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15004_S83_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15004_S84_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15004_S85_E1-50,cl132_i43_Fbn1_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15004_S89_E1-50,cl151_i35_Gpr63_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15004_S90_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15004_S92_E1-50,cl72_i68_Bach2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15004_S93_E1-50,cl72_i68_Bach2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15004_S94_E1-50,cl82_i63_NA_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15004_S95_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15004_S96_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15006_S10_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15006_S11_E1-50,cl136_i41_Grtp1_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15006_S12_E1-50,cl149_i36_Aqp6_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15006_S13_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15006_S14_E1-50,cl207_i23_Phf8_Sst,Sst Etv1_4,#804811,Inh,Sst,Sst_3,Sst Etv1_d
