index,cell_volume,pos_x,pos_y,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pxdc1,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,Vip,Calb1,Gad2,Tac2,Lamp5,Cnr1,Pvalb,Sst,Rab3b,Slc17a7,Penk,Gad1
7bfa0944-1b33-46c5-8a1b-e1eef18a4de5,1428.6159937500595,961.59135981967,971.1122913170192,0.0,0.0,0.0,0.64078844,0.0,0.0,0.0,0.64078844,0.64078844,0.0,0.0,4.485519,0.64078844,0.0,0.0,0.0,0.0,6.4078846,0.64078844,0.0,0.0,0.0,0.0,1.2815769,0.0,0.0,0.64078844,1.9223653,0.0,4.485519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64078844,0.64078844,0.0,3.2039423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64078844,0.0,0.0,0.0,0.64078844,0.0,0.64078844,0.0,0.0,0.64078844,0.0,0.0,0.0,0.64078844,1.9223653,0.64078844,0.64078844,0.0,0.0,0.0,0.0,0.0,0.0,3.2039423,0.64078844,0.0,0.0,0.0,0.0,2.5631537,2.5631537,0.0,0.0,0.0,1.9223653,0.0,0.0,0.0,0.0,0.64078844,0.0,1.2815769,0.0,0.64078844,0.0,0.64078844,0.0,5.1263075,7.689461,0.0,0.0,0.0,0.0,3.2039423,0.64078844,0.0,0.0,0.0,0.0,0.0,0.64078844,0.0,0.0,0.64078844,3.8447306,0.0,1.2815769,0.64078844,0.64078844,0.0,0.0,0.0,0.0,1.2815769,0.0,0.0,0.0,0.0,0.0,0.0,0.64078844,0.0,0.0,0.0,0.0,0.0,1.2815769,0.0,0.0,0.64078844,0.0,0.64078844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64078844,0.0,0.64078844,0.0,0.0,0.0,9.611827,0.0,0.0,0.0,0.0,0.0,0.0,1.9223653,0.0,0.0,2.5631537,0.0,0.64078844,0.0,0.0,0.0,0.0,0.0,0.0,4.485519,1.2815769,1.2815769,0.0,1.2815769,0.0,1.2815769,0.0,8.971038,0.0,0.0,9.611827,0.0,0.0,0.0,0.0,12.815769,0.64078844,0.0,0.64078844,0.64078844,0.0,0.0,0.0,0.0,0.0,0.0,17.301289,5.767096,0.0,11.534192,2.5631537,0.0,7.0486727,1.9223653,0.0,0.0,0.64078844,0.0,0.0,0.0,0.64078844,0.0,0.0,0.0,5.767096,0.0,1.9223653,0.0,4.485519,0.0,0.64078844,0.64078844,0.0,0.0,0.0,0.0,0.64078844,0.0,3.2039423,0.0,0.0,0.75695544,0.35613218,0.8977324,0.5935536,0.088544235,0.0,0.9200779,0.24684918,0.87313086,5.8747687,0.33407503,0.0
39879bf0-d71c-4f51-8727-a00e45c8ce6f,2649.57586949989,957.600900505541,922.2333712402161,0.0,0.34550458,0.0,0.0,0.34550458,0.0,0.0,0.0,1.0365138,0.0,0.0,4.8370643,0.0,0.0,0.0,0.0,0.34550458,13.129174,0.0,0.0,0.69100916,0.0,0.34550458,7.601101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69100916,0.0,0.0,0.34550458,0.0,0.0,0.69100916,0.0,0.0,1.0365138,8.983119,4.4915595,0.0,0.0,1.727523,0.0,0.0,0.0,0.34550458,0.69100916,0.34550458,0.0,1.3820183,0.0,0.34550458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34550458,0.34550458,0.0,0.0,0.0,7.946605,0.0,0.0,1.727523,0.34550458,0.0,0.0,2.0730276,0.34550458,8.983119,0.0,4.8370643,2.0730276,0.0,0.0,0.69100916,1.727523,0.0,0.0,0.0,0.0,0.34550458,0.0,0.0,0.69100916,6.910092,0.0,0.0,0.0,16.238716,2.0730276,0.0,0.0,0.0,0.0,0.0,0.0,9.328624,0.0,0.0,0.0,0.34550458,0.69100916,0.0,0.0,1.727523,14.511192,0.0,0.34550458,0.0,2.7640367,0.0,0.0,0.0,0.0,0.0,1.3820183,0.0,1.3820183,0.0,0.0,0.0,0.34550458,0.0,0.0,0.0,3.1095412,0.34550458,0.0,0.34550458,0.34550458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89321,0.69100916,0.0,0.0,0.0,0.0,0.34550458,0.0,0.69100916,0.0,0.0,1.3820183,3.8005505,0.0,2.7640367,0.0,0.0,0.0,2.0730276,3.8005505,0.34550458,0.0,0.34550458,1.727523,4.146055,0.69100916,0.0,1.0365138,1.3820183,0.0,1.727523,1.0365138,1.727523,6.564587,0.0,1.727523,0.34550458,0.69100916,0.0,6.2190824,0.0,0.69100916,0.34550458,0.0,0.69100916,0.34550458,2.7640367,0.0,0.34550458,0.0,0.0,0.34550458,0.34550458,0.34550458,0.0,0.0,0.0,0.0,3.8005505,13.129174,0.0,17.620733,4.146055,0.0,0.69100916,0.34550458,0.0,0.0,3.8005505,0.0,0.0,0.0,0.0,0.69100916,0.0,0.0,5.5280733,0.0,3.1095412,0.0,0.34550458,0.0,0.0,0.0,0.34550458,0.0,5.5280733,0.0,0.34550458,0.0,2.4185321,2.4185321,0.0,0.7554594,0.0,1.5646645,0.4926187,0.74126816,0.12726864,0.5063571,0.43656513,1.2974377,9.964579,0.59685904,0.0
7ec87082-c025-4c62-93f5-ad2047244244,193.951384499985,946.967598728118,1034.81331816606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.599745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.479538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719949,4.719949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719949,0.0,4.719949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719949,0.0,4.719949,0.0,0.0,0.0,0.0,0.0,9.439898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719949,0.0,0.0,0.0,0.0,4.719949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.159846,0.0,0.0,0.0,0.0,0.0,4.719949,0.0,0.0,0.0,9.439898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286018,0.223994,0.5221848,0.2995945,0.079811655,0.0,0.16784512,0.14277834,0.2774158,1.2261679,0.16156496,0.061369635
ae0226e4-01a8-4483-a921-bbacd5ef83b0,2176.56652725,940.4763890866659,1048.31156928033,0.0,0.0,0.0,0.0,0.4205893,0.0,1.2617679,0.0,6.30884,0.0,0.0,4.6264825,0.0,0.0,0.0,0.0,0.0,8.832376,1.2617679,0.0,0.4205893,0.0,0.0,5.0470715,0.0,0.0,0.0,0.0,0.0,0.4205893,0.0,0.0,0.0,0.0,0.0,0.0,0.4205893,0.4205893,0.0,0.0,2.5235357,9.252965,2.5235357,0.4205893,0.0,0.0,0.0,0.0,0.0,0.4205893,0.0,0.0,0.0,4.205893,0.0,0.0,0.0,0.0,0.0,0.0,0.4205893,0.0,0.0,0.0,0.0,0.8411786,0.0,0.4205893,0.8411786,0.0,0.0,9.252965,0.0,0.0,0.8411786,0.0,0.0,0.0,1.2617679,0.4205893,3.7853038,0.0,5.8882504,2.9441252,0.0,0.0,0.0,1.2617679,0.0,0.0,0.4205893,0.0,0.0,0.0,3.3647144,0.8411786,5.467661,0.4205893,0.4205893,0.0,14.300036,11.776501,0.0,0.0,0.0,0.0,5.467661,0.4205893,15.141215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6823572,11.355911,0.0,0.0,0.4205893,3.3647144,0.0,0.0,0.0,0.0,1.6823572,0.4205893,0.4205893,0.8411786,0.0,0.0,0.0,10.514732,0.0,0.0,0.0,1.2617679,0.0,0.0,0.0,0.0,0.0,0.4205893,1.2617679,0.0,0.0,0.0,0.0,26.497126,0.0,0.0,1.6823572,0.0,0.4205893,0.0,0.0,0.4205893,0.0,0.0,2.5235357,4.6264825,0.8411786,3.3647144,0.0,0.0,0.4205893,2.5235357,3.3647144,1.6823572,0.4205893,1.6823572,0.8411786,5.8882504,1.2617679,0.0,0.8411786,0.0,0.0,0.4205893,2.1029465,0.8411786,2.9441252,0.0,0.8411786,0.0,1.2617679,0.0,4.6264825,0.0,0.0,7.150018,0.0,2.9441252,0.4205893,2.9441252,0.4205893,0.0,0.0,0.8411786,0.8411786,0.0,0.4205893,0.0,0.0,0.0,0.0,8.411786,7.150018,0.0,26.497126,5.8882504,0.0,5.8882504,0.0,0.0,0.0,1.6823572,0.0,0.0,0.0,0.0,2.5235357,0.0,0.0,9.252965,0.0,2.5235357,0.4205893,0.4205893,0.0,0.0,0.0,0.0,0.0,4.205893,0.0,0.0,0.0,5.0470715,2.5235357,0.4205893,0.526602,0.0,0.95409846,0.5905886,1.8583684,0.17265339,0.25907204,0.31006128,1.5709771,11.85195,0.41743433,0.0
e54867b5-179e-4b97-92bc-f1f9e3b8bdb2,499.13566125000506,941.274049788962,885.217615325638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,1.8340517,0.0,0.0,0.0,0.0,1.8340517,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6681035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1702585,0.0,0.0,3.6681035,0.0,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,0.0,3.6681035,0.0,0.0,1.8340517,0.0,0.0,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,29.344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,1.8340517,1.8340517,0.0,1.8340517,1.8340517,1.8340517,0.0,0.0,0.0,0.0,1.8340517,0.0,1.8340517,0.0,3.6681035,0.0,0.0,0.0,0.0,1.8340517,0.0,0.0,3.6681035,0.0,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,1.8340517,0.0,0.0,0.0,0.0,1.8340517,0.0,0.0,1.8340517,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,0.0,0.0,0.0,0.0,0.0,1.8340517,0.0,0.0,0.0,3.6681035,0.0,9.1702585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.838362,0.0,3.6681035,0.0,0.0,0.0,0.0,1.8340517,34.84698,1.8340517,0.0,0.0,3.6681035,0.0,0.0,0.0,9.1702585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6681035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5021553,0.0,0.0,0.0,0.0,0.0,0.0,1.8340517,0.0,3.6681035,0.0,9.1702585,0.0,0.0,0.0,1.8340517,0.0,3.6681035,1.8340517,0.0,0.0,0.0,0.0,1.8340517,0.0,1.8340517,0.0,93.53664,0.0,9.1702585,0.0,0.0,0.5897743,0.28137967,0.5856121,0.37043482,0.10389766,0.0,0.26559478,0.2037939,0.3943449,2.388216,0.42990458,0.0
b55fe5f4-6f8e-4cb3-a8ea-0161ec22a261,175.452667499991,923.1521634619452,1061.52464151861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.652779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.435186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,15.652779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,5.217593,0.0,0.0,0.0,0.0,26.087965,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,5.217593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217593,0.0,0.0,0.6165907,0.21967693,1.069798,0.5330299,0.055194102,0.0,0.50378364,0.3151925,0.52120066,7.3349733,0.908496,0.06592261
c702678c-c55d-4aff-a585-21edfa0b9764,1147.55311724996,903.069818269122,889.265108905408,0.0,0.0,0.0,0.0,0.79773265,0.0,0.0,0.0,3.1909306,0.0,0.0,0.79773265,0.0,0.0,0.0,0.0,0.0,6.381861,0.0,0.0,0.79773265,1.5954653,0.0,11.168258,0.0,0.79773265,0.0,0.0,0.0,7.977327,0.0,0.0,0.0,1.5954653,1.5954653,0.0,0.0,0.0,0.79773265,0.0,4.786396,3.1909306,0.0,1.5954653,0.0,0.79773265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79773265,0.0,0.0,0.0,0.0,0.0,0.0,0.79773265,0.0,0.79773265,0.0,0.0,1.5954653,0.0,0.79773265,1.5954653,0.0,1.5954653,0.0,6.381861,0.0,0.0,0.0,0.79773265,1.5954653,0.0,0.0,0.0,0.79773265,0.0,0.0,0.0,0.0,0.0,1.5954653,0.0,0.79773265,1.5954653,0.0,2.393198,0.0,0.79773265,9.572792,0.0,0.0,0.0,1.5954653,11.96599,2.393198,0.79773265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79773265,0.0,0.0,1.5954653,0.0,3.9886634,0.0,0.0,0.0,0.0,3.1909306,0.0,0.0,0.0,0.0,0.79773265,0.0,0.0,0.0,0.0,0.0,0.79773265,0.0,3.1909306,0.0,0.0,0.0,0.0,2.393198,0.0,0.79773265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5954653,0.0,0.79773265,0.79773265,0.0,0.0,2.393198,1.5954653,0.0,0.0,0.0,0.0,0.0,0.79773265,0.79773265,0.0,7.179594,1.5954653,7.179594,7.977327,0.0,0.0,0.0,0.0,0.0,0.79773265,6.381861,0.0,0.0,0.0,0.0,17.55012,0.0,19.145584,0.0,1.5954653,2.393198,0.0,0.79773265,0.0,2.393198,0.79773265,0.0,0.0,19.145584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5954653,4.786396,0.0,1.5954653,4.786396,0.0,1.5954653,0.0,0.0,0.0,7.179594,0.79773265,0.0,0.0,0.0,0.0,0.0,0.0,2.393198,0.79773265,0.79773265,0.0,0.79773265,0.79773265,0.0,0.79773265,0.0,1.5954653,0.0,0.0,0.0,0.79773265,28.718376,0.79773265,0.79773265,0.70909554,0.316889,0.73686236,0.51958686,0.0,0.09475432,0.17423688,0.36017284,1.0262161,13.679323,0.6612743,0.0
15d70381-1d5f-4f5a-935d-8d5218df0216,364.1912632499829,906.067863467807,1015.1215850123599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5136259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.622633,0.0,0.0,2.5136259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5136259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.38152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5136259,5.0272517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0272517,0.0,5.0272517,0.0,0.0,0.0,0.0,0.0,20.109007,2.5136259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5136259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0272517,0.0,0.0,0.0,0.0,0.0,0.0,5.0272517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59538,0.0,0.0,5.0272517,0.0,0.0,0.0,0.0,2.5136259,0.0,0.0,0.0,0.0,0.7078025,0.31429106,0.5343596,0.32314128,0.07727761,0.0,0.23528658,0.18368825,0.32625732,1.6424329,0.15200624,0.16751021
f39f8cc4-d75b-449f-8eba-a1a81812d698,1319.46821699998,888.0233377611099,1014.10273191724,0.0,0.0,0.0,0.69379514,1.3875903,0.0,0.0,0.0,1.3875903,0.0,0.0,8.3255415,0.0,0.0,0.0,0.0,0.0,14.569697,0.0,0.0,2.0813854,1.3875903,0.0,6.244156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3875903,20.813854,4.1627707,0.69379514,0.0,1.3875903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0813854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69379514,0.0,0.0,0.0,0.69379514,0.0,0.69379514,0.69379514,0.0,0.0,2.7751806,0.0,0.0,1.3875903,0.0,0.0,0.0,4.1627707,0.0,7.6317463,0.0,4.1627707,0.0,0.69379514,0.0,0.0,2.0813854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69379514,6.937951,0.0,0.0,0.0,15.263493,2.7751806,0.69379514,0.0,0.0,0.69379514,1.3875903,0.69379514,10.406927,0.0,0.0,0.0,0.0,0.69379514,0.69379514,0.0,2.0813854,6.937951,0.0,0.0,0.0,4.856566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69379514,0.0,0.0,0.0,2.7751806,0.0,0.0,0.0,2.0813854,0.0,0.0,0.0,0.0,0.69379514,0.0,0.0,0.0,0.0,0.0,0.0,29.139395,0.69379514,0.0,0.0,0.0,0.0,1.3875903,0.0,0.0,0.0,0.0,1.3875903,3.4689755,0.0,3.4689755,0.0,0.0,0.0,4.1627707,2.0813854,0.0,1.3875903,0.0,0.0,4.1627707,0.0,0.0,2.0813854,0.69379514,0.0,0.0,4.1627707,1.3875903,8.3255415,0.0,2.0813854,1.3875903,0.0,0.0,6.244156,0.0,0.0,0.0,0.0,2.0813854,0.0,2.7751806,1.3875903,0.0,0.69379514,0.0,0.0,0.0,0.69379514,0.0,0.0,0.0,0.0,3.4689755,9.713132,0.0,21.507648,4.1627707,0.0,0.0,0.0,0.0,0.0,6.244156,0.0,0.0,0.0,0.69379514,1.3875903,0.0,0.0,4.1627707,0.0,0.69379514,0.0,0.69379514,0.0,0.69379514,0.0,0.0,0.0,5.550361,0.0,0.0,0.0,4.1627707,1.3875903,1.3875903,0.82026523,0.0,1.2708377,0.6832526,1.1404644,0.12795895,0.5311504,0.3253268,1.7823235,13.723305,0.48648232,0.073415294
003961cb-92a3-4918-af58-99d09f430f29,1296.87946574997,832.7701404671492,961.502197258631,0.0,0.7058795,0.0,0.0,0.7058795,0.0,0.0,0.0,1.411759,0.0,0.0,1.411759,0.0,0.0,0.0,0.7058795,0.0,7.764674,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.0,0.0,1.411759,0.0,2.1176383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058795,6.3529153,0.0,2.823518,6.3529153,0.7058795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1176383,0.0,0.7058795,0.0,0.0,0.0,0.0,8.470553,0.0,0.0,0.0,1.411759,3.5293975,0.0,0.0,0.0,12.705831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058795,2.1176383,0.0,0.0,0.0,4.9411564,4.2352767,0.0,0.0,0.0,0.0,6.3529153,3.5293975,0.0,0.0,0.0,0.0,0.0,0.0,0.7058795,0.0,4.2352767,3.5293975,0.0,2.1176383,0.0,4.2352767,0.0,0.0,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.0,0.0,4.9411564,0.0,0.0,0.0,2.1176383,0.0,0.0,0.0,0.7058795,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.7058795,0.0,2.1176383,0.0,0.7058795,0.0,0.0,10.588192,2.1176383,5.647036,0.0,0.0,0.0,0.0,0.0,2.823518,0.0,0.0,0.7058795,0.0,2.823518,0.0,2.1176383,0.0,0.0,0.0,0.0,3.5293975,13.41171,0.0,1.411759,0.0,0.0,0.0,6.3529153,0.0,0.0,14.11759,0.0,1.411759,0.7058795,2.1176383,1.411759,0.0,0.0,0.7058795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.176434,0.7058795,0.0,0.7058795,4.2352767,0.7058795,16.941107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2352767,0.0,1.411759,0.0,1.411759,0.0,0.7058795,0.0,0.0,0.0,2.823518,0.0,0.0,0.0,7.764674,0.0,0.0,0.5871548,0.17131756,1.3865342,0.6154514,0.0015378596,0.0,0.6160665,0.20535184,0.9702827,10.310493,0.40897483,0.0
