sample_name,x,y,rmax,subclass,broad_class,x_um,y_um,layer
270,13522.0530037649,5406.0767987364,0.4290151128034829,L5 IT,Ex,2611.677313805856,5130.775078903784,L5_polygon_uncut
273,10599.4197172443,7517.629865659101,4.09178583076615,L6 IT,Ex,2296.6174455189357,5358.400499518051,L6a_polygon_uncut
280,15622.7314400096,8677.05484638025,-2.00916510979467,Pvalb,Inh,2838.130449233035,5483.386512439791,L2/3
281,14791.5266517282,13661.6489586217,2.08739336739719,L2/3 IT,Ex,2748.5265730563,6020.725757739419,L2/3
284,12319.2242476887,15346.5236058279,4.88745163726968,L2/3 IT,Ex,2482.0123739008422,6202.3552447082475,L2/3
290,10025.1204352261,12487.8951722701,4.64471826682065,L5 PT,Ex,2234.7079829173736,5894.195099570717,L5_polygon_uncut
292,8109.2360899224295,12151.0930573322,2.54152483889693,L6 PT,Ex,2028.175650493638,5857.887831580411,L6a_polygon_uncut
294,13044.1079154533,16381.929422668101,2.41723901808577,L2/3 IT,Ex,2560.1548332858656,6313.971991763621,L2/3
295,12305.4757589406,12253.951759996698,0.528642884866443,L4,Ex,2480.530286813797,5868.975999727644,L4_polygon_uncut
296,8931.64715149326,12254.539373271202,2.2268702279354704,L5 IT,Ex,2116.8315629309736,5869.039344438635,L5_polygon_uncut
298,12373.663006628101,16668.4061923785,2.21776315249678,L2/3 IT,Ex,2487.8808721145097,6344.854187538403,L2/3
301,9052.00719898455,10737.4779660107,3.9789016055674904,L6 IT,Ex,2129.8063760505347,5705.500124735953,L6a_polygon_uncut
304,13776.153735363701,12440.8760611705,-0.437631434305996,Lamp5,Inh,2639.069372672207,5889.12643939418,L2/3
306,17421.6412950176,9111.346901406321,4.04109325391088,L2/3 IT,Ex,3032.052931602898,5530.203195971601,L2/3
309,7950.663946527429,12300.809331955701,1.62717490160647,Oligo,Glia,2011.081573435657,5874.027245984825,L6a_polygon_uncut
310,7827.75171505337,10626.1499319526,-0.580813428009572,L2/3 IT,Ex,1997.8316348827534,5693.49896266449,L6a_polygon_uncut
312,12309.8104223956,10709.8883939415,-3.6536851560875805,L5 IT,Ex,2480.9975635342457,5702.525968866894,L5_polygon_uncut
313,14836.9784553292,12187.6260799573,2.8747084679097403,Sst,Inh,2753.426277484488,5861.826091419397,L2/3
314,10690.3113283891,8155.16798033726,3.3234973365867204,Sst,Inh,2306.415561200345,5427.127108280357,L6a_polygon_uncut
315,6655.3148439401,12731.6297126471,1.7753265682121202,L6 PT,Ex,1871.442940176743,5920.469683023357,L6a_polygon_uncut
316,15662.24611766,10397.4925972435,-0.00982673892974684,L2/3 IT,Ex,2842.3901314837485,5668.849701982849,L2/3
317,8683.23077828204,12338.8932199435,-0.647887528256334,L6 PT,Ex,2090.0522778988043,5878.13268910991,L5_polygon_uncut
319,16703.187775206497,7079.401417361841,-0.5104800482895879,L2/3 IT,Ex,2954.6036421672607,5311.159472791606,L2/3
321,14658.5829137522,8060.30863815083,-1.67147970571894,L2/3 IT,Ex,2734.195238102487,5416.90127119266,L4_polygon_uncut
322,9972.905774149542,6636.14044337168,4.1897484955455395,L6 PT,Ex,2229.0792424533206,5263.375939795467,L6a_polygon_uncut
325,7821.78273554989,10320.529006787,3.84692679185316,L6 IT,Ex,1997.1881788922783,5660.553026931639,L6a_polygon_uncut
326,6635.1106638214405,13521.1012560565,0.391637744003445,L6 IT,Ex,1869.2649295599513,6005.57471540289,L6a_polygon_uncut
329,8110.04545607513,10402.816434945,3.6451158566619597,L6 PT,Ex,2028.262900164899,5669.423611687071,L6a_polygon_uncut
332,9219.8289660709,8659.53601914849,2.9981074702011696,L6 PT,Ex,2147.897562542443,5481.497982864207,L6a_polygon_uncut
334,11695.899660681298,16736.8780426382,1.18293397169807,L2/3 IT,Ex,2414.8179834214443,6352.235452996398,L2/3
337,14651.510312460301,12735.157434523,-0.257891093909365,L2/3 IT,Ex,2733.4328116832203,5920.849971441579,L2/3
340,13912.4953394063,14986.362349621699,0.6903441718360419,L2/3 IT,Ex,2653.766997587999,6163.529861289219,L2/3
347,14578.6247113734,10508.7098678482,0.0485819761405004,L2/3 IT,Ex,2725.575743886053,5680.838923754036,L4_polygon_uncut
348,16549.2949149798,9706.478426919759,-3.33750177633786,Sst,Inh,2938.0139918348227,5594.35837442195,L2/3
350,13648.036850401399,6178.072591059289,3.8981748924836803,L5 PT,Ex,2625.258372473271,5213.996225316191,L5_polygon_uncut
351,12340.4459175242,11582.3518570327,-0.204211493886168,L4,Ex,2484.300069909109,5796.577530188125,L4_polygon_uncut
354,10841.5429955272,8759.242475303241,1.30488396671596,L6 IT,Ex,2322.718334917832,5492.246338837689,VISp
356,11019.296100284499,5241.26161438224,-0.20854707745136603,L6 IT,Ex,2341.8801196106688,5113.008002030406,L6a_polygon_uncut
357,9675.49181915911,8255.135053840992,1.30123455625448,L6 IT,Ex,2197.018018105352,5437.903558804059,L6a_polygon_uncut
362,14842.9323086517,9531.71459737058,-0.679383764457042,L4,Ex,2754.068102872653,5575.518833596549,L4_polygon_uncut
363,12310.0851272267,16653.368374319598,-1.4462578941105602,L4,Ex,2481.027176715038,6343.233110751653,L2/3
366,13117.2409725999,7011.82714156933,2.02884157111506,Sst,Inh,2568.0385768462693,5303.874965861174,L5_polygon_uncut
367,10930.7522577567,14365.9511356,3.98208686098037,L4,Ex,2332.335093386172,6096.64953241768,L4_polygon_uncut
371,8470.94232717805,9314.93624340527,4.0817846249661205,L6 PT,Ex,2067.167582869794,5552.150127039088,L6a_polygon_uncut
373,7403.083619393729,11465.746376983201,2.80559851399907,L6 PT,Ex,1952.0524141706442,5784.007459438789,L6a_polygon_uncut
374,14767.1479169352,12238.2360923573,-0.0201766545263768,L2/3 IT,Ex,2745.8985454456147,5867.281850756117,L2/3
377,13272.234635531999,9590.26822419521,-0.790440799747136,L5 IT,Ex,2584.7468937103495,5581.830914568243,L4_polygon_uncut
380,6886.736905923371,12807.0570223367,2.7194372423497004,L6 PT,Ex,1896.3902384585394,5928.600747007897,L6a_polygon_uncut
382,10936.2935067873,13750.8302609503,4.35578120442893,Pvalb,Inh,2332.932440031671,6030.339502130442,VISp
384,13600.6156906077,8170.32864688292,2.4384524291810297,Pvalb,Inh,2620.1463714475103,5428.761428133979,L5_polygon_uncut
386,12469.1030116279,5885.626519047521,-4.052299469201721,L6 IT,Ex,2498.1693046534874,5182.470538753323,L5_polygon_uncut
387,11368.8227632499,17344.699245468797,3.7450494192600696,L2/3 IT,Ex,2379.5590938783394,6417.758578661536,L2/3
394,9528.36690602473,15253.669206801298,-2.2200516062775297,L5 IT,Ex,2181.157952469466,6192.34554049318,L4_polygon_uncut
400,9398.87463497231,14135.958844916999,2.08079010864687,L5 NP,Ex,2167.1986856500152,6071.856363482053,L5_polygon_uncut
406,10961.7416552245,16757.9924051337,-0.33291304396480703,Sst,Inh,2335.675750433201,6354.511581273413,L2/3
412,11160.745626451,4710.98535623607,4.71398893077224,L6 IT,Ex,2357.128378531418,5055.844221402249,L6a_polygon_uncut
413,6407.53491420343,13276.0332074703,4.5860758917780995,Pvalb,Inh,1844.7322637511297,5979.156379765298,L6a_polygon_uncut
416,10455.4460552655,14283.890963952601,2.01295793734293,L4,Ex,2281.097084757621,6087.803445914091,L4_polygon_uncut
417,17589.9480958945,7395.49732642815,1.33263428454952,L2/3 IT,Ex,3050.1964047374267,5345.234611788955,L2/3
419,9304.21479938169,14439.053334134,4.31949509414152,Pvalb,Inh,2156.9943553733465,6104.529949419645,L5_polygon_uncut
421,10622.9790336398,16109.0646155836,0.7742991489830341,L2/3 IT,Ex,2299.1571398263704,6284.557165559912,L4_polygon_uncut
422,10024.6348998115,14280.443858736899,-0.377899027577826,L4,Ex,2234.65564219968,6087.431847971838,L4_polygon_uncut
423,12770.8040182223,13782.247101790801,1.7323538540154197,L2/3 IT,Ex,2530.692673164364,6033.726237573048,L2/3
425,10241.9755352271,11687.236779904599,-2.17531087514788,L6 IT,Ex,2258.0849626974814,5807.884124873715,L5_polygon_uncut
428,8028.36110963035,11308.516564793701,1.5866717083158002,L6 IT,Ex,2019.4573276181518,5767.058085684761,L6a_polygon_uncut
429,12154.3078051988,12407.347887416001,1.6809119915142,L4,Ex,2464.2343814004307,5885.512102263445,L4_polygon_uncut
430,10374.1866686377,14581.4538944556,-0.8034064386440359,L4,Ex,2272.3373228791443,6119.880729822314,L4_polygon_uncut
431,8841.56545420655,10259.7336263221,2.60514922980894,L6 PT,Ex,2107.120755963466,5653.999284917522,L6a_polygon_uncut
432,11724.9000097652,14537.978396981298,-0.38898294226108904,L2/3 IT,Ex,2417.9442210526886,6115.1940711945845,L4_polygon_uncut
433,10332.0566980125,14096.1870687759,2.08766839271629,Pvalb,Inh,2267.7957120457477,6067.568966014042,L4_polygon_uncut
437,12344.1209449699,13346.9905171876,0.510565049445424,L4,Ex,2484.6962378677554,5986.805577752823,L4_polygon_uncut
441,13694.1660151425,13898.2209781524,0.6954827442054979,L2/3 IT,Ex,2630.2310964323615,6046.228221444829,L2/3
442,9130.79592904698,13853.956520336298,4.8266794923406104,L5 PT,Ex,2138.2998011512645,6041.456512892253,L5_polygon_uncut
445,11007.887205828501,8059.525261004659,0.648515374172901,L6 IT,Ex,2340.6502407883127,5416.816823136302,L5_polygon_uncut
446,14694.077584896499,14982.857442158998,-2.8189158159146297,L6 IT,Ex,2738.0215636518424,6163.15203226474,L2/3
451,11332.4972690944,6482.944427685949,-0.9641830979510381,L5 PT,Ex,2375.6432056083763,5246.861409304545,L6a_polygon_uncut
452,17312.9784624224,8528.532768555,4.16677707171195,L2/3 IT,Ex,3020.339078249135,5467.375832450229,L2/3
454,12819.662788046599,9286.126488359001,-0.76754362460666,Sst,Inh,2535.9596485514235,5549.0444354451,L5_polygon_uncut
456,9436.012058247221,15184.6337390874,1.33325668524771,L4,Ex,2171.2020998790504,6184.9035170736215,L4_polygon_uncut
457,12854.369101403401,9509.20987459226,1.9601937094390902,L5 IT,Ex,2539.7009891312864,5573.092824481046,L5_polygon_uncut
459,17379.1725093612,9744.24263711423,1.69575548248746,L2/3 IT,Ex,3027.4747965091374,5598.429356280914,L2/3
460,13374.6035622899,6874.4712070345495,3.8976063045437797,L5 PT,Ex,2595.7822640148515,5289.067996118324,L5_polygon_uncut
461,12517.6226112776,16311.407180588798,4.454989057787349,L2/3 IT,Ex,2503.3997174957253,6306.369694067473,L2/3
463,9723.27817020473,8665.11460397065,2.9085224106695198,L6 PT,Ex,2202.16938674807,5482.099354308036,L6a_polygon_uncut
464,13453.0539154299,6673.31236928001,2.5737703953061404,Sst,Inh,2604.2392120833433,5267.383073408385,L5_polygon_uncut
470,14747.921106566399,11370.5137203378,0.280404222645702,L4,Ex,2743.8258952878577,5773.741379052415,L2/3
471,7446.348617900931,10147.3319760373,-1.8290174295670398,L6 IT,Ex,1956.7163810097204,5641.882387016821,L6b_polygon_uncut
475,9871.79442774105,7956.802767412909,3.99740212652327,Pvalb,Inh,2218.179439310485,5405.743338327112,L6a_polygon_uncut
482,14166.724652676101,8388.18793780429,1.28160588962474,L4,Ex,2681.1729175584837,5452.246659695303,L4_polygon_uncut
485,9013.81992815938,8780.18397809037,0.8098785523297579,L6 PT,Ex,2125.6897882555813,5494.5038328381415,L6a_polygon_uncut
486,8410.61802578741,7719.73146923,0.490204459968618,L6b,Ex,2060.6646231798827,5380.187052382994,L6b_polygon_uncut
487,16777.5655151934,9995.53963798639,2.98887050937293,L2/3 IT,Ex,2962.6215625378486,5625.519172974933,L2/3
488,14934.5500203819,10481.2551880401,3.0644559653598704,L2/3 IT,Ex,2763.944492197169,5677.879309270723,L2/3
495,11519.610622481101,10570.8975969152,-0.7508146019406641,Sst,Inh,2395.814025103463,5687.542760947459,L5_polygon_uncut
496,14520.2091467126,14771.0596935835,-2.7929303064897297,Endo,Endo,2719.2785460156183,6140.3202349683015,L2/3
499,10154.1755757338,14436.021449068501,-1.2345764604190599,L4,Ex,2248.6201270641036,6104.203112209585,L4_polygon_uncut
500,17609.4164981635,8569.17451780414,3.54698443975716,L2/3 IT,Ex,3052.295098502025,5471.757013019286,L2/3
502,7465.11247810235,13199.967693376499,1.1767911268997,Pvalb,Inh,1958.7391251394333,5970.956517345987,L6a_polygon_uncut
503,10443.9318823017,6475.9693939633,0.7315623059379001,L6 PT,Ex,2279.8558569121233,5246.109500669244,L6a_polygon_uncut
505,16151.046106777,10632.8944057487,-0.6225375736857329,L2/3 IT,Ex,2895.0827703105606,5694.2260169397105,L2/3
507,16121.704731670801,7784.95158759149,-0.5057049023510339,L2/3 IT,Ex,2891.9197700741124,5387.217781142363,L2/3
510,11071.4207632201,11111.038734651298,1.6035947160534099,L5 PT,Ex,2347.499158275127,5745.76997559541,L5_polygon_uncut
512,11935.631087738999,10756.1395945454,3.62512810553767,Pvalb,Inh,2440.6610312582643,5707.511848291994,L5_polygon_uncut
513,17180.2922926824,8405.79621641831,3.67611715257765,L2/3 IT,Ex,3006.035509151163,5454.144832129894,L2/3
515,9994.43092791552,16085.468882814199,-0.6337333752883001,L4,Ex,2231.399654029293,6282.013545567371,L4_polygon_uncut
521,9554.46164376101,12975.907035318502,3.07257819258889,L5 IT,Ex,2183.970965197437,5946.802778407335,L5_polygon_uncut
522,10939.5782933907,16831.3629010714,-1.1413049337552,Oligo,Glia,2333.2865400275177,6362.420920735497,L2/3
523,10298.4167048873,12127.6784709669,4.66074465195365,L5 IT,Ex,2264.169320786851,5855.363739170232,L5_polygon_uncut
527,15011.6298187223,11528.1838970713,-0.22024142732709304,L2/3 IT,Ex,2772.2536944582644,5790.738224104286,L2/3
528,9865.29182412741,7728.52145524962,-1.6428189960634598,L6 PT,Ex,2217.478458640935,5381.134612875909,L6a_polygon_uncut
532,8984.14278558135,12820.7195799077,2.51870047809621,Pvalb,Inh,2122.4905922856697,5930.07357071405,L5_polygon_uncut
533,14057.7951955019,14524.8602397312,2.51611704004261,L2/3 IT,Ex,2669.430322075105,6113.779933843023,L2/3
534,9517.83760443038,11461.738738349099,-3.2086508717,L4,Ex,2180.022893757595,5783.575435994033,L5_polygon_uncut
537,11595.0905260778,5496.857152570929,1.3343713134110602,L6 PT,Ex,2403.9507587111866,5140.561201047146,L6a_polygon_uncut
539,9021.066670187041,13434.9215421949,2.3916728387239,L5 NP,Ex,2126.470987046163,5996.28454224861,L5_polygon_uncut
540,8470.716789434258,9794.16083802849,-0.00532410784736292,L6 PT,Ex,2067.143269901013,5603.810538339471,L6a_polygon_uncut
542,8420.03724398528,9443.08166546147,-1.96661260564275,L6 PT,Ex,2061.6800149016135,5565.964203536747,L6a_polygon_uncut
544,8446.69722396561,5544.19902558104,-0.7083368388805621,Sst,Inh,2064.553960743493,5145.664654957636,VISp_wm
546,7195.1170014750405,12065.842555314599,2.28537514543496,L6 PT,Ex,1929.6336127590093,5848.697827462914,L6a_polygon_uncut
549,11338.8002272699,15140.768856322,0.38199747922979793,L2/3 IT,Ex,2376.3226644996953,6180.174882711512,L4_polygon_uncut
550,16171.319234393799,9272.61531391209,0.5362296114552461,L2/3 IT,Ex,2897.2682134676515,5547.587930839723,L2/3
552,8391.08065772722,12725.7702516949,-3.6288380366748796,L2/3 IT,Ex,2058.5584949029944,5919.83803313271,L5_polygon_uncut
553,17052.6372058733,9535.32221541107,2.50661126895314,L2/3 IT,Ex,2992.2742907931415,5575.907734821313,L2/3
554,9714.11487412152,7425.936375177242,-0.334892937352427,L6 PT,Ex,2201.1815834302997,5348.515941244106,L6a_polygon_uncut
556,14932.0641497203,11594.678592441298,-0.0499314211841271,L2/3 IT,Ex,2763.6765153398483,5797.906352265172,L2/3
557,12339.590406779,6179.49681880687,-2.20186414012592,L6 IT,Ex,2484.2078458507763,5214.149757067381,L5_polygon_uncut
560,16894.7783689333,8740.27519845973,-1.48434408090822,L2/3 IT,Ex,2975.2571081710103,5490.201666393959,L2/3
564,11978.156079460601,10660.5535349749,-2.05181231504271,L5 PT,Ex,2445.245225365853,5697.207671070294,L5_polygon_uncut
566,8991.245583827409,9211.048697486929,2.46264507852684,L6 IT,Ex,2123.256273936595,5540.951049589091,L6a_polygon_uncut
567,7839.18760062087,10476.1572138389,-0.21168354700526398,L6 PT,Ex,1999.0644233469297,5677.329747651834,L6a_polygon_uncut
568,9237.12753310701,10062.171215430699,3.08804762391855,L6 IT,Ex,2149.762348068936,5632.702057023429,L6a_polygon_uncut
573,12706.747575871,16868.005742503,4.57260516126125,L2/3 IT,Ex,2523.787388678894,6366.371019041823,L2/3
574,12919.7248807321,10511.460114850799,-3.7666641689286697,L4,Ex,2546.74634214292,5681.1354003809165,VISp
575,8592.43894278174,4871.5102101798,2.38663611734402,Oligo,Glia,2080.2649180318717,5073.148800657383,VISp_wm
