"sample_name","x","y","rmax","subclass","broad_class"
1632,5464.87574385477,12435.9389919649,0.706061761965182,"L6 PT","Ex"
1634,11741.1516720453,5749.06684734506,-0.40206434506827,"L6 PT","Ex"
1635,11362.7506529422,5787.79291121399,0.0572303210102598,"L6 PT","Ex"
1636,8219.73365578009,16009.0943745425,2.76407865825553,"L5 PT","Ex"
1637,10503.7481746267,6275.13568928087,4.13321391450248,"L6 PT","Ex"
1638,11463.1631312621,9321.41386780432,-2.03782006692505,"L5 IT","Ex"
1639,10247.9107112944,1868.5611677836,0.868580376209988,"L6b","Ex"
1640,11315.8444736439,6268.92895870813,3.71905550196546,"L6 IT","Ex"
1641,7924.05282433775,4530.90373398419,1.49430664816671,"L6 PT","Ex"
1643,8073.80502186677,11680.4182650208,0.375625764211171,"L6 PT","Ex"
1644,14917.6055524762,14208.3147054243,2.92210646444588,"L2/3 IT","Ex"
1645,2085.67878123341,13287.1984322923,-0.0423852067846694,"Sst","Inh"
1646,8410.01598656187,7614.43266840331,0.255965852448966,"L6b","Ex"
1647,6046.31212263133,13121.298872543,0.801990225783979,"L6 PT","Ex"
1650,9780.25693996253,9095.85537276158,-1.59781191389219,"L6 IT","Ex"
1652,10356.1093023791,5466.67425156271,2.40491488737924,"L6 PT","Ex"
1653,6192.22515355809,14008.2169364559,2.10321309316578,"L6 PT","Ex"
1654,9712.84212535223,6192.00193878972,4.47379782627881,"Pvalb","Inh"
1656,1392.69057463121,14042.8352495414,-0.543474239263622,"L5 NP","Ex"
1657,12288.8354018267,10316.8731578172,-1.90251219567019,"L5 IT","Ex"
1662,8258.67984564406,19040.9200024388,-0.806821175716623,"L2/3 IT","Ex"
1666,13295.6983574648,13262.2161104881,2.82376273718114,"L2/3 IT","Ex"
1667,11733.9984318685,12920.0031776312,-3.8845434957,"L4","Ex"
1668,11374.3635738969,15773.6603175094,0.89453913609973,"L2/3 IT","Ex"
1669,15373.1481983912,3664.0746073652,3.59091274354877,"Sst","Inh"
1671,9683.49435026071,7192.98244181102,4.18107367398934,"L6 PT","Ex"
1673,8232.5754275855,20913.8866826414,4.63370020173189,"L2/3 IT","Ex"
1674,6353.83570423378,19097.5406865153,-2.26746361757809,"L5 IT","Ex"
1675,14439.4387104263,9994.9255628817,4.31475370459533,"Sst","Inh"
1677,13575.9598589779,6431.89834322495,-3.81645257148264,"L5 IT","Ex"
1679,6669.69690248093,10086.5131020203,-3.0017129733,"L6b","Ex"
1681,10442.8873885652,19150.5707916968,2.20762066074507,"L2/3 IT","Ex"
1682,12175.7598131078,4449.8632971266,2.12639966939363,"L6 PT","Ex"
1683,16725.9083694216,8747.45721182244,5.54852223167809,"Vip","Inh"
1684,2198.99335945616,13740.1039906491,-5,"L5 NP","Ex"
1685,6794.5149179162,15477.5841061921,0.985089148746925,"L6 IT","Ex"
1686,462.595063687593,15354.904707492,0.495714658980446,"Pvalb","Inh"
1688,7447.50977174546,11406.2940084713,-0.918478885650954,"L6 PT","Ex"
1692,14256.5204472068,5187.24650282096,1.91079812793833,"L5 IT","Ex"
1694,12108.8568074634,4324.61703027644,-1.65860263127558,"L6 PT","Ex"
1695,8686.79067463952,7303.63027026239,1.46557486438711,"L6b","Ex"
1696,10397.5371494646,10929.2045647366,3.56821630979159,"L5 PT","Ex"
1697,12977.6889349302,14156.7789200714,4.12614765910187,"L2/3 IT","Ex"
1699,4652.77258295397,15874.325017666,1.98180469734352,"L6 PT","Ex"
1700,12128.7323905882,17385.1278247854,2.00466343815365,"L2/3 IT","Ex"
1701,11366.9840782929,10691.127624218,-0.00961033122131649,"Sst","Inh"
1703,1509.99258981114,14673.3080404047,0.11758898014006,"L5 PT","Ex"
1705,17094.0580253818,4748.28652188432,1.11576576789709,"L2/3 IT","Ex"
1706,10193.5205085517,5408.03170601898,4.48181231212617,"L6 IT","Ex"
1708,13756.8699857834,8237.79969335594,-1.04063019332076,"L5 IT","Ex"
1709,5766.96110445727,14619.6042627245,3.97707313790824,"L6 PT","Ex"
1710,13921.3834781275,12256.3249038991,-1.81070788860684,"L2/3 IT","Ex"
1713,18379.3257105257,6245.29106411212,3.43068229223236,"L2/3 IT","Ex"
1715,12037.9006610774,13406.9541735978,-2.45275473108727,"L4","Ex"
1717,15633.914934895,9496.64125574112,0.0365508752435902,"L2/3 IT","Ex"
1721,8737.04261641497,10927.847284117,2.31777936012433,"L6 IT","Ex"
1725,10518.4790740476,1499.46468804831,-0.569042654092415,"Sncg","Inh"
1729,12073.4716581839,14089.004615953,0.75526833691758,"L2/3 IT","Ex"
1731,8011.87649560565,12953.2900119212,-3.63471182407743,"L2/3 IT","Ex"
